"row ID","age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","subscribed"
"Row16",35,"technician","married","university.degree","no","no","yes","telephone","may","mon",99,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row17",54,"technician","single","university.degree","unknown","no","no","telephone","may","mon",255,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row18",46,"admin.","married","unknown","no","no","no","telephone","may","mon",348,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row19",59,"technician","married","unknown","no","yes","no","telephone","may","mon",386,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row20",49,"blue-collar","married","unknown","no","no","no","telephone","may","mon",73,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row21",54,"blue-collar","divorced","basic.4y","no","no","no","telephone","may","mon",208,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row22",34,"services","married","high.school","no","no","no","telephone","may","mon",365,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row23",52,"technician","married","basic.9y","no","yes","no","telephone","may","mon",1666,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row24",56,"technician","married","basic.4y","no","yes","no","telephone","may","mon",137,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row25",58,"management","unknown","university.degree","no","yes","no","telephone","may","mon",366,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row26",32,"entrepreneur","married","high.school","no","yes","no","telephone","may","mon",314,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row27",38,"admin.","single","professional.course","no","no","no","telephone","may","mon",160,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row28",57,"admin.","married","university.degree","no","no","yes","telephone","may","mon",212,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row29",44,"admin.","married","university.degree","unknown","yes","no","telephone","may","mon",188,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row30",57,"admin.","married","university.degree","no","yes","yes","telephone","may","mon",616,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row31",40,"blue-collar","married","basic.9y","no","no","yes","telephone","may","mon",178,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row32",35,"admin.","married","university.degree","no","yes","no","telephone","may","mon",355,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row33",45,"blue-collar","married","basic.9y","no","yes","no","telephone","may","mon",225,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row34",39,"housemaid","married","basic.4y","no","no","yes","telephone","may","mon",266,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row35",60,"admin.","married","high.school","no","no","no","telephone","may","mon",253,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row36",55,"blue-collar","married","basic.4y","unknown","no","no","telephone","may","mon",269,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row37",55,"technician","married","professional.course","unknown","yes","no","telephone","may","mon",135,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row38",45,"services","married","high.school","unknown","yes","no","telephone","may","mon",787,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row39",55,"unemployed","married","professional.course","unknown","yes","yes","telephone","may","mon",145,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row40",25,"technician","single","university.degree","no","yes","no","telephone","may","mon",174,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row41",51,"blue-collar","married","basic.9y","no","yes","no","telephone","may","mon",812,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row42",42,"blue-collar","married","basic.6y","unknown","no","no","telephone","may","mon",366,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row43",37,"admin.","married","university.degree","no","no","no","telephone","may","mon",232,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row44",33,"admin.","married","unknown","no","yes","no","telephone","may","mon",273,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row45",56,"admin.","married","basic.9y","no","yes","no","telephone","may","mon",158,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row46",44,"management","divorced","university.degree","no","yes","no","telephone","may","mon",172,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row47",47,"admin.","married","university.degree","unknown","yes","no","telephone","may","mon",176,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row48",57,"unknown","married","unknown","unknown","no","no","telephone","may","mon",211,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row49",37,"admin.","married","university.degree","unknown","yes","no","telephone","may","mon",214,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row50",42,"blue-collar","married","basic.9y","unknown","no","no","telephone","may","mon",208,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row51",51,"blue-collar","married","basic.4y","unknown","unknown","unknown","telephone","may","mon",212,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row52",38,"admin.","married","high.school","unknown","no","no","telephone","may","mon",165,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row53",49,"entrepreneur","married","university.degree","unknown","yes","no","telephone","may","mon",1042,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,1
"Row54",38,"technician","single","university.degree","no","no","yes","telephone","may","mon",20,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row55",31,"admin.","divorced","high.school","no","no","no","telephone","may","mon",246,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row56",39,"admin.","married","university.degree","no","yes","yes","telephone","may","mon",192,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row57",49,"technician","married","basic.9y","no","no","no","telephone","may","mon",1467,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,1
"Row58",34,"admin.","married","high.school","no","yes","no","telephone","may","mon",188,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row59",57,"unknown","married","unknown","unknown","yes","no","telephone","may","mon",48,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row60",60,"admin.","married","unknown","unknown","no","yes","telephone","may","mon",213,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row61",45,"services","married","professional.course","no","yes","no","telephone","may","mon",221,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row62",53,"admin.","divorced","university.degree","unknown","no","no","telephone","may","mon",287,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row63",43,"services","single","high.school","unknown","no","no","telephone","may","mon",21,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row64",34,"housemaid","married","basic.6y","no","yes","no","telephone","may","mon",300,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row65",35,"admin.","married","high.school","no","yes","no","telephone","may","mon",123,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row66",43,"technician","married","unknown","unknown","yes","yes","telephone","may","mon",325,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row67",60,"retired","divorced","university.degree","unknown","no","no","telephone","may","mon",514,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row68",58,"unemployed","married","basic.4y","unknown","no","no","telephone","may","mon",849,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row69",55,"blue-collar","married","basic.9y","unknown","yes","no","telephone","may","mon",212,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row70",37,"management","married","university.degree","no","no","no","telephone","may","mon",337,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row71",36,"blue-collar","married","high.school","no","no","no","telephone","may","mon",286,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row72",52,"admin.","divorced","university.degree","no","no","no","telephone","may","mon",247,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row73",57,"blue-collar","divorced","unknown","unknown","yes","no","telephone","may","mon",518,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row74",56,"admin.","married","unknown","no","yes","no","telephone","may","mon",364,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row75",48,"blue-collar","divorced","basic.4y","unknown","yes","no","telephone","may","mon",178,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row76",40,"blue-collar","married","high.school","unknown","yes","no","telephone","may","mon",98,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row77",49,"blue-collar","divorced","high.school","no","no","no","telephone","may","mon",439,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row78",41,"services","married","high.school","no","no","no","telephone","may","mon",139,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row79",45,"technician","married","high.school","no","yes","no","telephone","may","mon",79,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row80",32,"admin.","married","university.degree","no","yes","yes","telephone","may","mon",175,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row81",50,"admin.","married","basic.6y","no","no","no","telephone","may","mon",61,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row82",31,"technician","divorced","professional.course","no","yes","yes","telephone","may","mon",78,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row83",56,"retired","married","basic.4y","no","yes","no","telephone","may","mon",102,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row84",41,"technician","married","professional.course","unknown","yes","no","telephone","may","mon",579,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,1
"Row85",41,"technician","married","professional.course","unknown","no","no","telephone","may","mon",677,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row86",52,"management","married","university.degree","no","no","no","telephone","may","mon",185,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row87",39,"management","divorced","university.degree","no","no","no","telephone","may","mon",207,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row88",39,"housemaid","married","basic.4y","unknown","no","no","telephone","may","mon",69,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row89",56,"blue-collar","married","basic.4y","unknown","no","no","telephone","may","mon",100,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row90",34,"services","married","high.school","no","yes","no","telephone","may","mon",125,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row91",56,"management","married","unknown","no","yes","no","telephone","may","mon",70,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row92",53,"blue-collar","married","basic.4y","no","yes","no","telephone","may","mon",136,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row93",38,"unknown","divorced","high.school","unknown","yes","no","telephone","may","mon",73,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row94",42,"blue-collar","married","basic.4y","unknown","yes","no","telephone","may","mon",528,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row95",42,"blue-collar","married","basic.4y","unknown","no","no","telephone","may","mon",541,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row96",35,"admin.","single","high.school","no","yes","no","telephone","may","mon",338,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row97",51,"blue-collar","married","basic.4y","no","yes","no","telephone","may","mon",87,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row98",56,"entrepreneur","married","unknown","unknown","yes","no","telephone","may","mon",46,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row99",56,"entrepreneur","married","unknown","unknown","no","no","telephone","may","mon",204,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row100",40,"blue-collar","married","unknown","no","yes","yes","telephone","may","mon",155,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row101",36,"blue-collar","married","basic.9y","no","yes","yes","telephone","may","mon",98,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row102",51,"blue-collar","married","unknown","unknown","yes","no","telephone","may","mon",71,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row103",59,"services","married","high.school","no","no","no","telephone","may","mon",579,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row104",37,"blue-collar","single","basic.9y","unknown","yes","yes","telephone","may","mon",163,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row105",40,"blue-collar","married","basic.9y","unknown","no","no","telephone","may","mon",46,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row106",39,"services","divorced","high.school","unknown","no","no","telephone","may","mon",2033,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row107",37,"entrepreneur","married","basic.6y","no","no","no","telephone","may","mon",85,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row108",56,"admin.","divorced","unknown","unknown","no","no","telephone","may","mon",114,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row109",40,"blue-collar","married","unknown","no","no","no","telephone","may","mon",114,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row110",45,"technician","married","university.degree","no","yes","yes","telephone","may","mon",292,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row111",43,"services","married","high.school","no","no","no","telephone","may","mon",93,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row112",46,"management","married","basic.9y","no","no","no","telephone","may","mon",128,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row113",51,"admin.","single","basic.6y","no","no","no","telephone","may","mon",303,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row114",28,"services","married","high.school","no","yes","no","telephone","may","mon",81,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row115",37,"blue-collar","married","basic.9y","no","no","no","telephone","may","mon",270,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row116",34,"technician","married","high.school","no","no","no","telephone","may","mon",228,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row117",36,"admin.","married","university.degree","no","yes","no","telephone","may","mon",233,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row118",54,"blue-collar","married","basic.4y","unknown","no","no","telephone","may","mon",102,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row119",57,"management","married","university.degree","no","no","no","telephone","may","mon",461,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row120",51,"technician","married","basic.6y","unknown","no","no","telephone","may","mon",250,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row121",54,"retired","married","high.school","unknown","no","no","telephone","may","mon",130,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row122",49,"blue-collar","married","basic.4y","unknown","no","no","telephone","may","mon",252,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row123",38,"blue-collar","single","basic.9y","no","yes","no","telephone","may","mon",179,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row124",45,"management","divorced","university.degree","no","no","no","telephone","may","mon",19,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row125",48,"blue-collar","married","basic.4y","no","yes","no","telephone","may","mon",717,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row126",37,"admin.","married","high.school","unknown","yes","no","telephone","may","mon",313,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row127",34,"blue-collar","single","basic.9y","unknown","no","no","telephone","may","mon",289,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row128",40,"admin.","married","basic.9y","unknown","yes","no","telephone","may","mon",683,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row129",43,"blue-collar","married","basic.6y","no","yes","no","telephone","may","mon",1077,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row130",33,"services","married","high.school","no","no","no","telephone","may","mon",146,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row131",32,"services","single","basic.6y","no","no","no","telephone","may","mon",167,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row132",39,"blue-collar","married","high.school","no","yes","no","telephone","may","mon",356,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row133",35,"student","single","university.degree","unknown","no","no","telephone","may","mon",218,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row134",36,"services","single","basic.4y","no","no","no","telephone","may","mon",291,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row135",36,"student","single","basic.9y","no","yes","no","telephone","may","mon",256,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row136",55,"housemaid","divorced","university.degree","no","no","no","telephone","may","mon",286,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row137",59,"admin.","married","university.degree","no","no","no","telephone","may","mon",477,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row138",57,"retired","married","unknown","unknown","no","no","telephone","may","mon",611,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row139",39,"housemaid","married","basic.4y","unknown","yes","no","telephone","may","mon",381,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row140",30,"blue-collar","single","unknown","no","yes","no","telephone","may","mon",251,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row141",30,"blue-collar","single","unknown","no","yes","yes","telephone","may","mon",408,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row142",40,"services","married","high.school","no","no","no","telephone","may","mon",322,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row143",35,"admin.","married","high.school","no","yes","no","telephone","may","mon",216,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row144",36,"services","single","basic.6y","unknown","yes","no","telephone","may","mon",210,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row145",46,"technician","married","basic.4y","unknown","yes","no","telephone","may","mon",288,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row146",58,"retired","married","university.degree","no","no","no","telephone","may","mon",132,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row147",35,"admin.","single","university.degree","no","no","no","telephone","may","mon",209,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row148",43,"retired","married","basic.4y","unknown","no","no","telephone","may","mon",410,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row149",45,"blue-collar","married","basic.4y","no","yes","yes","telephone","may","mon",177,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row150",32,"management","divorced","basic.4y","unknown","yes","no","telephone","may","mon",127,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row151",52,"self-employed","married","university.degree","unknown","no","no","telephone","may","mon",175,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row152",56,"blue-collar","married","basic.4y","no","no","no","telephone","may","mon",136,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row153",48,"admin.","married","high.school","no","no","no","telephone","may","mon",125,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row154",57,"retired","married","high.school","no","no","no","telephone","may","mon",238,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row155",34,"management","married","university.degree","no","yes","no","telephone","may","mon",18,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row156",34,"services","single","basic.9y","no","no","no","telephone","may","mon",730,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row157",30,"technician","married","university.degree","unknown","no","no","telephone","may","mon",40,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row158",32,"technician","single","professional.course","no","no","no","telephone","may","mon",79,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row159",36,"technician","single","high.school","no","yes","no","telephone","may","mon",142,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row160",36,"blue-collar","single","high.school","no","no","yes","telephone","may","mon",389,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row161",40,"technician","divorced","professional.course","no","no","no","telephone","may","mon",151,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row162",41,"blue-collar","married","basic.4y","no","yes","no","telephone","may","mon",211,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row163",51,"services","married","basic.6y","no","yes","no","telephone","may","mon",117,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row164",28,"services","married","unknown","no","no","no","telephone","may","mon",408,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row165",53,"services","married","high.school","no","yes","yes","telephone","may","mon",370,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row166",43,"technician","married","unknown","no","yes","no","telephone","may","mon",200,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row167",33,"admin.","married","high.school","no","no","yes","telephone","may","mon",181,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row168",42,"technician","married","high.school","no","no","no","telephone","may","mon",361,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row169",42,"admin.","married","university.degree","no","no","no","telephone","may","mon",67,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row170",34,"self-employed","single","university.degree","no","yes","no","telephone","may","mon",150,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row171",31,"student","single","university.degree","unknown","no","no","telephone","may","mon",332,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row172",52,"unemployed","married","high.school","unknown","yes","no","telephone","may","mon",151,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row173",49,"housemaid","married","basic.9y","unknown","no","no","telephone","may","mon",152,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row174",32,"admin.","single","high.school","no","no","no","telephone","may","mon",611,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row175",49,"housemaid","single","high.school","unknown","yes","yes","telephone","may","mon",110,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row176",50,"blue-collar","married","basic.9y","unknown","no","no","telephone","may","mon",463,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row177",34,"services","married","high.school","no","no","no","telephone","may","mon",962,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row178",47,"technician","single","basic.9y","no","no","no","telephone","may","mon",10,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row179",51,"retired","married","professional.course","no","no","no","telephone","may","mon",118,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row180",53,"admin.","married","basic.9y","no","no","no","telephone","may","mon",189,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row181",36,"blue-collar","married","basic.9y","no","yes","no","telephone","may","mon",75,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row182",44,"blue-collar","divorced","basic.6y","no","no","no","telephone","may","mon",55,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row183",39,"housemaid","married","basic.9y","no","yes","no","telephone","may","mon",935,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,1
"Row184",37,"admin.","single","high.school","no","yes","yes","telephone","may","mon",56,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row185",36,"services","married","high.school","no","no","no","telephone","may","mon",225,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row186",42,"management","divorced","university.degree","no","yes","no","telephone","may","mon",125,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row187",53,"technician","divorced","professional.course","unknown","no","yes","telephone","may","mon",206,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row188",37,"technician","single","professional.course","no","yes","no","telephone","may","mon",98,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"Row189",47,"self-employed","married","professional.course","no","no","no","telephone","may","mon",446,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
